fruit_id,color,length_cm,width_cm,kernel_mass_g,whole_fruit_weight_g,spot_coverage_percent,has_spots,oil_yield_percent,maturity_stage,length_width_ratio,kernel_fruit_ratio,color_encoded
TALISAY_00934,yellow,5.32,3.64,0.36,43.3,0.0,False,59.43,mature,1.462,0.83,1
TALISAY_01209,yellow,5.84,3.95,0.611,30.2,0.0,False,60.96,mature,1.478,2.02,1
TALISAY_01065,yellow,6.53,5.48,0.816,57.1,0.0,False,58.57,mature,1.192,1.43,1
TALISAY_00108,green,4.86,3.6,0.431,26.8,0.0,False,47.93,immature,1.35,1.61,0
TALISAY_01542,brown,5.71,3.78,0.566,37.1,13.9,True,57.31,fully_ripe,1.511,1.53,2
TALISAY_00568,yellow,5.27,3.57,0.465,25.3,0.0,False,60.3,mature,1.476,1.84,1
TALISAY_01167,yellow,6.35,5.5,0.859,57.3,0.0,False,61.3,mature,1.155,1.5,1
TALISAY_01174,yellow,5.08,3.98,0.581,40.8,0.0,False,59.79,mature,1.276,1.42,1
TALISAY_00890,yellow,5.32,3.78,0.265,36.6,0.0,False,60.09,mature,1.407,0.72,1
TALISAY_00947,yellow,5.68,4.33,0.692,33.4,0.0,False,57.82,mature,1.312,2.07,1
TALISAY_01048,yellow,5.47,3.62,0.604,33.7,0.0,False,60.97,mature,1.511,1.79,1
TALISAY_01352,yellow,6.37,5.43,0.746,52.2,0.0,False,58.0,mature,1.173,1.43,1
TALISAY_01777,brown,4.88,3.24,0.437,35.4,0.0,False,54.96,fully_ripe,1.506,1.23,2
TALISAY_01446,yellow,5.11,3.7,0.416,29.3,22.8,True,58.47,mature,1.381,1.42,1
TALISAY_00884,yellow,4.59,3.98,0.377,28.5,0.0,False,59.34,mature,1.153,1.32,1
TALISAY_01672,brown,7.0,5.24,0.9,56.2,0.0,False,56.41,fully_ripe,1.336,1.6,2
TALISAY_00850,yellow,5.88,4.63,0.731,38.8,0.0,False,60.9,mature,1.27,1.88,1
TALISAY_00734,yellow,6.34,4.99,0.814,54.7,0.0,False,57.93,mature,1.271,1.49,1
TALISAY_00717,yellow,5.19,3.53,0.679,42.9,0.0,False,57.75,mature,1.47,1.58,1
TALISAY_00454,green,5.28,3.04,0.453,38.2,27.5,True,45.0,immature,1.737,1.19,0
TALISAY_00264,green,5.76,4.43,0.535,42.8,39.0,True,45.0,immature,1.3,1.25,0
TALISAY_00075,green,6.45,4.91,0.837,38.8,46.8,True,47.24,immature,1.314,2.16,0
TALISAY_01657,brown,5.67,4.47,0.579,35.7,0.0,False,54.24,fully_ripe,1.268,1.62,2
TALISAY_00444,green,6.36,4.85,0.701,46.4,35.6,True,50.21,immature,1.311,1.51,0
TALISAY_00395,green,5.28,4.12,0.443,19.7,0.0,False,45.0,immature,1.282,2.25,0
TALISAY_00176,green,4.77,3.57,0.579,33.4,34.9,True,46.54,immature,1.336,1.73,0
TALISAY_01042,yellow,6.48,5.16,0.725,49.9,21.7,True,58.43,mature,1.256,1.45,1
TALISAY_01735,brown,6.6,5.39,0.745,56.3,16.4,True,57.63,fully_ripe,1.224,1.32,2
TALISAY_01401,yellow,6.86,5.44,0.752,56.7,6.3,True,60.0,mature,1.261,1.33,1
TALISAY_01380,yellow,5.02,2.71,0.513,32.6,0.0,False,58.34,mature,1.852,1.57,1
TALISAY_00595,yellow,4.43,3.21,0.423,35.1,20.6,True,58.35,mature,1.38,1.21,1
TALISAY_00061,green,5.42,3.82,0.482,27.3,0.0,False,46.79,immature,1.419,1.77,0
TALISAY_01296,yellow,5.72,4.72,0.66,42.1,12.9,True,59.77,mature,1.212,1.57,1
TALISAY_00872,yellow,5.24,4.52,0.631,47.3,0.0,False,60.92,mature,1.159,1.33,1
TALISAY_01489,yellow,5.3,3.76,0.379,36.8,19.8,True,56.83,mature,1.41,1.03,1
TALISAY_01878,brown,5.99,5.33,0.618,47.9,22.3,True,56.34,fully_ripe,1.124,1.29,2
TALISAY_00278,green,5.14,3.66,0.515,36.2,0.0,False,45.91,immature,1.404,1.42,0
TALISAY_00036,green,4.59,3.82,0.364,25.8,12.8,True,45.0,immature,1.202,1.41,0
TALISAY_01975,brown,6.74,5.41,0.809,53.8,0.0,False,55.87,fully_ripe,1.246,1.5,2
TALISAY_00662,yellow,5.6,4.19,0.612,29.5,24.6,True,57.5,mature,1.337,2.07,1
TALISAY_01953,brown,7.0,5.5,0.9,60.0,0.0,False,54.57,fully_ripe,1.273,1.5,2
TALISAY_01444,yellow,6.83,4.95,0.9,54.3,0.0,False,60.81,mature,1.38,1.66,1
TALISAY_00977,yellow,7.0,5.5,0.851,57.5,21.8,True,59.67,mature,1.273,1.48,1
TALISAY_01571,brown,4.54,3.03,0.366,25.6,0.0,False,55.65,fully_ripe,1.498,1.43,2
TALISAY_00738,yellow,4.95,3.7,0.501,50.1,12.2,True,58.83,mature,1.338,1.0,1
TALISAY_00191,green,4.64,3.83,0.355,22.9,25.7,True,45.72,immature,1.211,1.55,0
TALISAY_00919,yellow,4.41,2.89,0.48,35.5,0.0,False,57.57,mature,1.526,1.35,1
TALISAY_00456,green,6.95,5.5,0.874,57.5,5.1,True,47.27,immature,1.264,1.52,0
TALISAY_00675,yellow,6.57,5.33,0.777,57.2,0.0,False,58.7,mature,1.233,1.36,1
TALISAY_00760,yellow,4.65,3.67,0.318,31.7,0.0,False,57.51,mature,1.267,1.0,1
TALISAY_01807,brown,5.95,4.82,0.73,46.2,21.6,True,54.97,fully_ripe,1.234,1.58,2
TALISAY_01602,brown,6.56,4.9,0.65,43.8,0.0,False,57.56,fully_ripe,1.339,1.48,2
TALISAY_00728,yellow,4.27,2.86,0.388,30.4,20.7,True,58.09,mature,1.493,1.28,1
TALISAY_00412,green,6.79,5.03,0.833,49.6,48.6,True,48.54,immature,1.35,1.68,0
TALISAY_01098,yellow,5.66,4.11,0.711,41.8,0.0,False,61.62,mature,1.377,1.7,1
TALISAY_00825,yellow,5.94,3.67,0.652,42.7,13.3,True,59.39,mature,1.619,1.53,1
TALISAY_01639,brown,6.3,4.59,0.738,45.0,0.0,False,56.89,fully_ripe,1.373,1.64,2
TALISAY_00616,yellow,5.27,3.26,0.553,41.9,19.8,True,59.44,mature,1.617,1.32,1
TALISAY_00114,green,7.0,5.26,0.858,48.8,0.0,False,47.85,immature,1.331,1.76,0
TALISAY_00417,green,4.76,3.65,0.414,37.9,0.0,False,45.36,immature,1.304,1.09,0
TALISAY_01910,brown,6.56,5.05,0.818,49.7,0.0,False,58.7,fully_ripe,1.299,1.65,2
TALISAY_00969,yellow,6.72,5.38,0.796,49.6,0.0,False,57.86,mature,1.249,1.6,1
TALISAY_00604,yellow,4.64,2.99,0.26,25.3,0.0,False,56.27,mature,1.552,1.03,1
TALISAY_01918,brown,5.23,4.66,0.691,45.3,0.0,False,55.62,fully_ripe,1.122,1.53,2
TALISAY_00089,green,5.97,4.33,0.732,46.7,27.4,True,47.76,immature,1.379,1.57,0
TALISAY_00848,yellow,7.0,5.5,0.86,54.8,0.0,False,61.33,mature,1.273,1.57,1
TALISAY_01519,brown,4.5,3.58,0.463,39.0,0.0,False,55.24,fully_ripe,1.257,1.19,2
TALISAY_01917,brown,6.41,4.67,0.786,51.9,17.5,True,54.1,fully_ripe,1.373,1.51,2
TALISAY_00753,yellow,6.51,4.97,0.9,53.7,9.9,True,60.75,mature,1.31,1.68,1
TALISAY_00498,green,6.27,5.5,0.72,48.9,32.0,True,45.16,immature,1.14,1.47,0
TALISAY_01276,yellow,5.32,3.73,0.62,48.6,0.0,False,59.42,mature,1.426,1.28,1
TALISAY_01325,yellow,6.03,4.78,0.773,56.0,7.1,True,59.44,mature,1.262,1.38,1
TALISAY_00011,green,6.68,5.5,0.9,58.9,45.2,True,49.17,immature,1.215,1.53,0
TALISAY_00396,green,5.35,4.3,0.5,31.0,0.0,False,46.64,immature,1.244,1.61,0
TALISAY_00284,green,6.14,4.41,0.754,43.8,0.0,False,48.44,immature,1.392,1.72,0
TALISAY_01066,yellow,6.9,4.6,0.881,46.0,0.0,False,59.85,mature,1.5,1.92,1
TALISAY_01191,yellow,5.62,4.19,0.761,45.7,0.0,False,61.26,mature,1.341,1.67,1
TALISAY_01744,brown,5.3,4.06,0.608,41.3,0.0,False,54.85,fully_ripe,1.305,1.47,2
TALISAY_00690,yellow,7.0,5.5,0.9,60.0,21.2,True,59.63,mature,1.273,1.5,1
TALISAY_01752,brown,5.78,4.13,0.652,47.3,0.0,False,56.43,fully_ripe,1.4,1.38,2
TALISAY_01875,brown,6.02,4.25,0.784,42.4,0.0,False,57.79,fully_ripe,1.416,1.85,2
TALISAY_00689,yellow,5.86,3.74,0.581,28.1,0.0,False,61.9,mature,1.567,2.07,1
TALISAY_00851,yellow,5.37,4.01,0.445,36.8,0.0,False,57.63,mature,1.339,1.21,1
TALISAY_00159,green,6.97,5.1,0.716,48.5,0.0,False,45.45,immature,1.367,1.48,0
TALISAY_00895,yellow,5.98,4.58,0.779,53.3,0.0,False,60.45,mature,1.306,1.46,1
TALISAY_01575,brown,5.44,4.23,0.52,49.7,8.5,True,52.42,fully_ripe,1.286,1.05,2
TALISAY_00257,green,6.87,5.28,0.786,49.3,31.0,True,47.25,immature,1.301,1.59,0
TALISAY_00335,green,5.86,4.69,0.739,48.8,32.0,True,48.3,immature,1.249,1.51,0
TALISAY_01879,brown,6.84,5.5,0.824,53.4,0.0,False,57.93,fully_ripe,1.244,1.54,2
TALISAY_01039,yellow,5.58,3.67,0.431,46.4,0.0,False,55.48,mature,1.52,0.93,1
TALISAY_00515,yellow,6.75,5.29,0.763,59.3,22.1,True,61.0,mature,1.276,1.29,1
TALISAY_01348,yellow,6.75,5.5,0.9,59.7,0.0,False,59.52,mature,1.227,1.51,1
TALISAY_01015,yellow,6.43,5.1,0.858,57.3,0.0,False,60.57,mature,1.261,1.5,1
TALISAY_00768,yellow,5.24,3.79,0.505,33.3,4.5,False,58.29,mature,1.383,1.52,1
TALISAY_01746,brown,6.47,4.35,0.674,54.1,0.0,False,55.33,fully_ripe,1.487,1.25,2
TALISAY_00761,yellow,5.51,3.53,0.508,36.5,0.0,False,57.1,mature,1.561,1.39,1
TALISAY_01246,yellow,5.9,4.8,0.593,44.1,3.0,False,59.36,mature,1.229,1.34,1
TALISAY_01203,yellow,4.76,3.74,0.359,33.8,16.9,True,58.86,mature,1.273,1.06,1
TALISAY_01467,yellow,6.16,3.8,0.527,44.9,24.5,True,61.15,mature,1.621,1.17,1
TALISAY_01983,brown,4.4,3.27,0.21,34.8,0.0,False,54.89,fully_ripe,1.346,0.6,2
TALISAY_00521,yellow,5.49,4.02,0.369,44.3,0.0,False,57.76,mature,1.366,0.83,1
TALISAY_00022,green,6.37,4.31,0.645,43.9,0.0,False,49.06,immature,1.478,1.47,0
TALISAY_00356,green,6.0,4.94,0.519,50.5,0.0,False,47.9,immature,1.215,1.03,0
TALISAY_01277,yellow,4.57,3.4,0.333,25.0,0.0,False,56.66,mature,1.344,1.33,1
TALISAY_01312,yellow,6.62,5.2,0.8,60.0,22.0,True,61.36,mature,1.273,1.33,1
TALISAY_01682,brown,5.2,3.57,0.372,46.3,0.0,False,55.3,fully_ripe,1.457,0.8,2
TALISAY_00340,green,6.31,5.14,0.9,55.1,31.5,True,51.05,immature,1.228,1.63,0
TALISAY_00431,green,6.3,5.11,0.648,57.3,37.9,True,48.15,immature,1.233,1.13,0
TALISAY_00473,green,7.0,5.36,0.779,60.0,20.2,True,50.9,immature,1.306,1.3,0
TALISAY_00217,green,4.76,3.18,0.362,26.7,0.0,False,45.17,immature,1.497,1.36,0
TALISAY_00911,yellow,4.81,4.6,0.388,29.8,0.0,False,58.91,mature,1.046,1.3,1
TALISAY_01227,yellow,5.05,3.52,0.473,36.4,0.0,False,58.61,mature,1.435,1.3,1
TALISAY_01596,brown,5.73,4.8,0.714,35.3,5.6,True,56.9,fully_ripe,1.194,2.02,2
TALISAY_01011,yellow,6.91,5.5,0.611,55.0,0.0,False,60.47,mature,1.256,1.11,1
TALISAY_01949,brown,6.43,5.5,0.81,55.5,0.0,False,57.26,fully_ripe,1.169,1.46,2
TALISAY_00093,green,4.83,4.57,0.421,40.8,0.0,False,46.11,immature,1.057,1.03,0
TALISAY_01008,yellow,5.02,3.11,0.395,33.4,5.2,True,59.0,mature,1.614,1.18,1
TALISAY_01070,yellow,6.37,4.55,0.775,49.1,14.1,True,60.64,mature,1.4,1.58,1
TALISAY_01092,yellow,4.92,3.37,0.331,34.5,0.0,False,57.57,mature,1.46,0.96,1
TALISAY_01914,brown,6.01,4.06,0.767,54.2,0.0,False,56.7,fully_ripe,1.48,1.42,2
TALISAY_01308,yellow,6.27,4.48,0.689,51.4,0.0,False,61.52,mature,1.4,1.34,1
TALISAY_00696,yellow,6.5,4.71,0.678,51.8,0.0,False,58.27,mature,1.38,1.31,1
TALISAY_01827,brown,6.41,4.71,0.653,50.5,0.0,False,57.95,fully_ripe,1.361,1.29,2
TALISAY_00996,yellow,5.55,4.47,0.473,23.2,0.0,False,58.7,mature,1.242,2.04,1
TALISAY_00153,green,6.81,5.5,0.594,60.0,6.3,True,47.19,immature,1.238,0.99,0
TALISAY_01099,yellow,5.38,3.88,0.468,43.4,13.7,True,58.49,mature,1.387,1.08,1
TALISAY_01718,brown,5.8,4.21,0.618,41.8,0.0,False,53.0,fully_ripe,1.378,1.48,2
TALISAY_01997,brown,4.9,3.54,0.407,21.8,0.0,False,54.46,fully_ripe,1.384,1.87,2
TALISAY_00789,yellow,4.59,3.05,0.346,30.1,0.0,False,58.72,mature,1.505,1.15,1
TALISAY_00580,yellow,6.49,4.45,0.784,47.9,23.8,True,58.9,mature,1.458,1.64,1
TALISAY_00703,yellow,6.44,4.51,0.755,49.4,0.0,False,61.06,mature,1.428,1.53,1
TALISAY_01212,yellow,7.0,5.07,0.732,56.2,0.0,False,60.46,mature,1.381,1.3,1
TALISAY_01295,yellow,5.41,4.04,0.679,35.7,0.0,False,60.32,mature,1.339,1.9,1
TALISAY_01665,brown,5.34,4.3,0.433,39.4,0.0,False,58.05,fully_ripe,1.242,1.1,2
TALISAY_01260,yellow,4.85,3.82,0.476,25.9,0.0,False,60.63,mature,1.27,1.84,1
TALISAY_00487,green,4.84,3.0,0.348,29.5,28.3,True,46.23,immature,1.613,1.18,0
TALISAY_00559,yellow,5.4,4.66,0.61,32.9,0.0,False,59.38,mature,1.159,1.85,1
TALISAY_01141,yellow,7.0,5.5,0.646,44.8,0.0,False,57.71,mature,1.273,1.44,1
TALISAY_01119,yellow,7.0,5.5,0.814,58.7,0.0,False,58.71,mature,1.273,1.39,1
TALISAY_00801,yellow,6.19,4.65,0.734,41.3,23.2,True,59.19,mature,1.331,1.78,1
TALISAY_00512,yellow,6.93,5.04,0.863,58.6,17.9,True,60.22,mature,1.375,1.47,1
TALISAY_00633,yellow,4.95,3.42,0.502,37.7,0.0,False,59.16,mature,1.447,1.33,1
TALISAY_01921,brown,6.27,4.93,0.744,55.4,13.3,True,54.18,fully_ripe,1.272,1.34,2
TALISAY_01787,brown,6.27,4.88,0.802,51.8,0.0,False,56.98,fully_ripe,1.285,1.55,2
TALISAY_01545,brown,4.95,3.32,0.396,29.9,28.6,True,56.36,fully_ripe,1.491,1.32,2
TALISAY_01150,yellow,5.85,4.64,0.665,38.1,0.0,False,59.59,mature,1.261,1.75,1
TALISAY_00790,yellow,7.0,4.75,0.891,60.0,0.0,False,60.9,mature,1.474,1.48,1
TALISAY_00116,green,5.11,3.7,0.595,31.4,47.7,True,48.88,immature,1.381,1.89,0
TALISAY_00740,yellow,5.34,3.08,0.262,38.3,0.0,False,57.34,mature,1.734,0.68,1
TALISAY_01690,brown,5.98,5.5,0.822,56.7,0.0,False,56.68,fully_ripe,1.087,1.45,2
TALISAY_01081,yellow,6.28,4.35,0.768,58.5,0.0,False,59.34,mature,1.444,1.31,1
TALISAY_00830,yellow,5.35,4.44,0.479,39.6,0.0,False,61.79,mature,1.205,1.21,1
TALISAY_00119,green,6.08,4.88,0.7,47.3,31.7,True,46.79,immature,1.246,1.48,0
TALISAY_00656,yellow,6.81,4.67,0.796,48.5,0.0,False,58.96,mature,1.458,1.64,1
TALISAY_01907,brown,5.3,3.62,0.558,41.4,0.0,False,57.21,fully_ripe,1.464,1.35,2
TALISAY_00635,yellow,4.82,3.16,0.478,33.6,0.0,False,56.49,mature,1.525,1.42,1
TALISAY_00369,green,5.33,3.16,0.39,33.2,0.0,False,45.0,immature,1.687,1.17,0
TALISAY_00268,green,4.8,4.15,0.446,40.4,33.2,True,45.0,immature,1.157,1.1,0
TALISAY_00655,yellow,4.75,2.99,0.602,32.0,0.0,False,58.95,mature,1.589,1.88,1
TALISAY_00935,yellow,4.91,3.46,0.332,37.1,0.0,False,55.89,mature,1.419,0.89,1
TALISAY_00822,yellow,4.19,3.04,0.414,25.4,20.5,True,57.75,mature,1.378,1.63,1
TALISAY_00866,yellow,5.63,3.95,0.571,45.4,3.7,False,59.51,mature,1.425,1.26,1
TALISAY_00046,green,5.59,4.39,0.502,40.5,0.0,False,46.3,immature,1.273,1.24,0
TALISAY_01373,yellow,5.87,3.52,0.461,38.7,6.1,True,59.6,mature,1.668,1.19,1
TALISAY_01708,brown,6.7,5.08,0.78,55.7,0.0,False,58.55,fully_ripe,1.319,1.4,2
TALISAY_00991,yellow,5.92,4.23,0.591,39.5,15.6,True,58.66,mature,1.4,1.5,1
TALISAY_00876,yellow,4.4,3.37,0.312,35.8,0.0,False,56.29,mature,1.306,0.87,1
TALISAY_00773,yellow,5.36,4.9,0.557,49.4,0.0,False,58.44,mature,1.094,1.13,1
TALISAY_01219,yellow,6.06,5.12,0.527,43.6,0.0,False,58.58,mature,1.184,1.21,1
TALISAY_01999,brown,5.63,3.76,0.584,43.2,0.0,False,53.29,fully_ripe,1.497,1.35,2
TALISAY_00004,green,6.01,3.84,0.634,35.3,13.3,True,48.68,immature,1.565,1.8,0
TALISAY_01003,yellow,5.21,3.72,0.485,32.7,23.2,True,60.77,mature,1.401,1.48,1
TALISAY_01723,brown,4.65,3.27,0.305,32.0,19.9,True,55.07,fully_ripe,1.422,0.95,2
TALISAY_00263,green,5.47,3.57,0.484,31.7,6.2,True,47.57,immature,1.532,1.53,0
TALISAY_01569,brown,6.44,4.49,0.822,55.0,0.0,False,55.11,fully_ripe,1.434,1.49,2
TALISAY_01830,brown,4.53,3.46,0.412,30.6,19.2,True,56.12,fully_ripe,1.309,1.35,2
TALISAY_00443,green,5.26,4.1,0.338,40.2,0.0,False,45.0,immature,1.283,0.84,0
TALISAY_01002,yellow,6.52,4.82,0.744,48.5,0.0,False,60.88,mature,1.353,1.53,1
TALISAY_01077,yellow,6.61,5.09,0.885,60.0,0.0,False,58.32,mature,1.299,1.48,1
TALISAY_00837,yellow,5.36,3.73,0.446,27.8,0.0,False,60.01,mature,1.437,1.6,1
TALISAY_01790,brown,5.78,4.19,0.731,45.5,0.0,False,56.38,fully_ripe,1.379,1.61,2
TALISAY_00304,green,4.32,3.8,0.216,29.6,35.6,True,45.51,immature,1.137,0.73,0
TALISAY_01365,yellow,4.82,3.34,0.5,22.0,0.0,False,57.89,mature,1.443,2.27,1
TALISAY_01557,brown,6.58,5.5,0.838,56.9,0.0,False,56.92,fully_ripe,1.196,1.47,2
TALISAY_00313,green,4.77,3.64,0.398,34.2,0.0,False,47.6,immature,1.31,1.16,0
TALISAY_00149,green,4.65,3.26,0.279,35.3,16.2,True,45.32,immature,1.426,0.79,0
TALISAY_01148,yellow,5.53,4.13,0.621,53.1,5.9,True,59.3,mature,1.339,1.17,1
TALISAY_01213,yellow,4.44,3.27,0.394,30.5,0.0,False,58.66,mature,1.358,1.29,1
TALISAY_00574,yellow,6.06,5.28,0.812,49.3,0.0,False,60.5,mature,1.148,1.65,1
TALISAY_00050,green,5.12,3.94,0.503,35.8,33.3,True,46.37,immature,1.299,1.41,0
TALISAY_01552,brown,6.29,4.97,0.722,52.1,0.0,False,55.76,fully_ripe,1.266,1.39,2
TALISAY_00726,yellow,6.35,4.67,0.784,51.5,0.0,False,59.81,mature,1.36,1.52,1
TALISAY_00833,yellow,5.87,4.57,0.605,32.4,0.0,False,58.51,mature,1.284,1.87,1
TALISAY_01377,yellow,5.39,4.44,0.7,57.5,8.3,True,58.47,mature,1.214,1.22,1
TALISAY_01115,yellow,6.33,4.59,0.715,51.8,0.0,False,58.55,mature,1.379,1.38,1
TALISAY_01166,yellow,6.56,4.86,0.672,50.5,0.0,False,57.84,mature,1.35,1.33,1
TALISAY_00470,green,5.87,4.11,0.553,41.3,48.6,True,46.33,immature,1.428,1.34,0
TALISAY_00971,yellow,5.84,4.53,0.618,43.2,11.0,True,60.11,mature,1.289,1.43,1
TALISAY_00653,yellow,5.63,4.63,0.675,36.5,2.4,False,58.94,mature,1.216,1.85,1
TALISAY_00399,green,4.78,3.31,0.509,29.3,40.9,True,47.37,immature,1.444,1.74,0
TALISAY_00511,yellow,4.36,2.86,0.372,26.8,0.0,False,56.62,mature,1.524,1.39,1
TALISAY_00320,green,6.41,4.65,0.9,46.5,0.0,False,48.83,immature,1.378,1.94,0
TALISAY_00019,green,4.56,3.61,0.305,33.1,15.9,True,48.13,immature,1.263,0.92,0
TALISAY_00684,yellow,6.13,4.15,0.68,45.1,0.0,False,58.14,mature,1.477,1.51,1
TALISAY_00035,green,6.54,4.02,0.644,53.5,10.2,True,46.55,immature,1.627,1.2,0
TALISAY_00902,yellow,6.39,5.48,0.818,55.1,0.0,False,58.95,mature,1.166,1.48,1
TALISAY_01778,brown,6.05,4.9,0.681,49.0,0.0,False,55.26,fully_ripe,1.235,1.39,2
TALISAY_00827,yellow,4.55,3.49,0.309,21.2,0.0,False,58.0,mature,1.304,1.46,1
TALISAY_01853,brown,6.59,4.46,0.751,50.6,0.0,False,57.53,fully_ripe,1.478,1.48,2
TALISAY_00407,green,4.67,3.1,0.471,35.5,0.0,False,49.65,immature,1.506,1.33,0
TALISAY_00920,yellow,7.0,5.07,0.872,56.2,0.0,False,57.91,mature,1.381,1.55,1
TALISAY_00537,yellow,4.95,3.68,0.43,36.0,24.6,True,57.54,mature,1.345,1.19,1
TALISAY_00758,yellow,6.58,5.32,0.854,55.5,7.3,True,61.03,mature,1.237,1.54,1
TALISAY_01904,brown,6.49,5.5,0.709,60.0,0.0,False,57.23,fully_ripe,1.18,1.18,2
TALISAY_01062,yellow,5.91,3.66,0.61,38.9,0.0,False,59.66,mature,1.615,1.57,1
TALISAY_01199,yellow,6.31,4.43,0.758,51.6,0.0,False,59.28,mature,1.424,1.47,1
TALISAY_00245,green,4.44,3.16,0.452,25.4,45.9,True,47.16,immature,1.405,1.78,0
TALISAY_01416,yellow,5.41,3.53,0.42,33.9,5.1,True,60.76,mature,1.533,1.24,1
TALISAY_01127,yellow,4.51,2.7,0.317,30.7,0.0,False,58.9,mature,1.67,1.03,1
TALISAY_00784,yellow,6.31,4.75,0.754,59.9,0.0,False,60.32,mature,1.328,1.26,1
TALISAY_01742,brown,7.0,5.07,0.9,60.0,0.0,False,57.47,fully_ripe,1.381,1.5,2
TALISAY_00489,green,6.28,4.12,0.609,39.4,48.1,True,46.69,immature,1.524,1.55,0
TALISAY_00154,green,5.02,4.03,0.535,35.3,44.1,True,47.97,immature,1.246,1.52,0
TALISAY_00961,yellow,4.85,3.78,0.43,35.4,0.0,False,56.87,mature,1.283,1.21,1
TALISAY_00853,yellow,4.99,3.16,0.355,36.7,0.0,False,57.89,mature,1.579,0.97,1
TALISAY_01311,yellow,5.9,4.68,0.695,50.1,0.0,False,61.25,mature,1.261,1.39,1
TALISAY_00625,yellow,5.5,3.55,0.518,38.0,0.0,False,58.85,mature,1.549,1.36,1
TALISAY_00685,yellow,7.0,5.21,0.833,53.2,23.7,True,59.9,mature,1.344,1.57,1
TALISAY_01561,brown,5.41,3.79,0.448,34.8,0.0,False,56.22,fully_ripe,1.427,1.29,2
TALISAY_00569,yellow,5.21,3.92,0.48,37.3,0.0,False,57.59,mature,1.329,1.29,1
TALISAY_01908,brown,5.55,4.31,0.629,38.6,0.0,False,56.15,fully_ripe,1.288,1.63,2
TALISAY_00017,green,5.43,3.1,0.464,39.0,28.0,True,48.16,immature,1.752,1.19,0
TALISAY_00127,green,5.4,4.1,0.546,37.3,36.9,True,47.49,immature,1.317,1.46,0
TALISAY_01346,yellow,4.2,3.51,0.46,35.6,0.0,False,58.38,mature,1.197,1.29,1
TALISAY_01279,yellow,4.63,2.93,0.403,29.4,15.9,True,57.17,mature,1.58,1.37,1
TALISAY_01968,brown,4.39,2.87,0.268,34.5,0.0,False,54.13,fully_ripe,1.53,0.78,2
TALISAY_00927,yellow,5.66,3.69,0.428,44.2,15.3,True,56.78,mature,1.534,0.97,1
TALISAY_00980,yellow,5.39,4.11,0.519,45.8,11.5,True,59.11,mature,1.311,1.13,1
TALISAY_01964,brown,6.77,4.81,0.9,57.3,0.0,False,59.94,fully_ripe,1.407,1.57,2
TALISAY_00190,green,5.14,3.84,0.485,31.7,43.0,True,46.89,immature,1.339,1.53,0
TALISAY_01139,yellow,6.43,4.26,0.82,48.2,0.0,False,60.58,mature,1.509,1.7,1
TALISAY_00992,yellow,5.54,3.85,0.678,44.4,0.0,False,57.76,mature,1.439,1.53,1
TALISAY_01955,brown,6.38,5.13,0.728,45.8,0.0,False,57.51,fully_ripe,1.244,1.59,2
TALISAY_01656,brown,5.09,3.16,0.282,29.7,0.0,False,54.91,fully_ripe,1.611,0.95,2
TALISAY_00606,yellow,5.49,3.98,0.413,37.0,0.0,False,58.3,mature,1.379,1.12,1
TALISAY_00180,green,5.79,4.23,0.692,42.8,0.0,False,48.67,immature,1.369,1.62,0
TALISAY_00301,green,4.75,2.79,0.333,29.2,0.0,False,45.81,immature,1.703,1.14,0
TALISAY_00496,green,5.93,4.03,0.83,53.8,38.4,True,48.33,immature,1.471,1.54,0
TALISAY_01720,brown,5.58,3.45,0.35,34.9,0.0,False,52.36,fully_ripe,1.617,1.0,2
TALISAY_01709,brown,5.98,4.25,0.77,56.6,0.0,False,56.65,fully_ripe,1.407,1.36,2
TALISAY_01887,brown,4.94,3.5,0.357,32.8,0.0,False,56.5,fully_ripe,1.411,1.09,2
TALISAY_01991,brown,5.25,4.12,0.539,43.5,0.0,False,54.44,fully_ripe,1.274,1.24,2
TALISAY_00517,yellow,5.79,4.61,0.579,57.0,0.0,False,59.15,mature,1.256,1.02,1
TALISAY_01984,brown,5.79,4.92,0.693,45.6,0.0,False,55.86,fully_ripe,1.177,1.52,2
TALISAY_01069,yellow,5.39,4.12,0.443,41.5,17.4,True,56.55,mature,1.308,1.07,1
TALISAY_00476,green,5.29,3.87,0.544,35.8,8.6,True,48.99,immature,1.367,1.52,0
TALISAY_00157,green,6.77,5.5,0.879,60.0,0.0,False,50.77,immature,1.231,1.46,0
TALISAY_01243,yellow,5.68,4.26,0.719,38.0,0.0,False,62.9,mature,1.333,1.89,1
TALISAY_01195,yellow,5.42,3.87,0.558,37.9,16.1,True,61.99,mature,1.401,1.47,1
TALISAY_00016,green,5.49,3.91,0.539,32.0,33.5,True,48.05,immature,1.404,1.68,0
TALISAY_01535,brown,6.06,5.02,0.643,57.2,0.0,False,56.43,fully_ripe,1.207,1.12,2
TALISAY_01072,yellow,6.44,5.25,0.719,59.2,8.8,True,58.34,mature,1.227,1.21,1
TALISAY_01971,brown,6.55,5.01,0.68,53.2,0.0,False,55.61,fully_ripe,1.307,1.28,2
TALISAY_00546,yellow,7.0,5.5,0.854,51.0,19.1,True,59.83,mature,1.273,1.67,1
TALISAY_01539,brown,4.84,3.22,0.489,43.5,0.0,False,54.8,fully_ripe,1.503,1.12,2
TALISAY_00658,yellow,5.21,4.13,0.474,48.5,0.0,False,55.97,mature,1.262,0.98,1
